id,status_group,translate
18692,non functional,2
61328,functional,0
70365,functional,0
72715,non functional,2
17900,non functional,2
73125,functional,0
43024,functional,0
65268,non functional,2
51919,functional,0
35870,non functional,2
65890,functional,0
50673,non functional,2
71620,non functional,2
32084,functional needs repair,1
18333,functional,0
18641,functional,0
24777,functional,0
72790,functional needs repair,1
46729,functional needs repair,1
73477,functional,0
25015,functional needs repair,1
57116,functional,0
46001,non functional,2
1750,functional,0
59835,non functional,2
21222,functional,0
69069,functional,0
11430,functional,0
45679,functional,0
18128,non functional,2
12262,functional,0
19361,non functional,2
58702,functional,0
53128,functional,0
41427,functional,0
58043,functional,0
15781,functional,0
5721,non functional,2
15769,functional,0
46561,functional,0
45191,functional,0
53714,non functional,2
16105,non functional,2
6670,functional,0
56138,non functional,2
47865,non functional,2
50051,functional,0
7743,non functional,2
56104,functional,0
71247,functional,0
33943,functional,0
52418,non functional,2
62936,functional,0
14457,functional,0
37602,functional needs repair,1
31840,non functional,2
1778,functional,0
39992,functional needs repair,1
64375,functional,0
29909,non functional,2
36608,non functional,2
54183,non functional,2
9921,non functional,2
2851,non functional,2
5205,functional needs repair,1
8552,functional,0
36790,functional needs repair,1
32172,functional,0
42848,functional,0
38044,functional,0
61939,non functional,2
55366,functional,0
30850,non functional,2
23568,functional,0
604,functional,0
17067,functional,0
18915,non functional,2
61868,functional,0
26808,functional,0
35255,functional,0
44231,functional,0
69120,non functional,2
27135,functional,0
15204,functional needs repair,1
54488,functional,0
22152,functional,0
24161,functional,0
50479,functional,0
72680,non functional,2
18139,functional,0
15254,non functional,2
46045,non functional,2
44224,functional,0
67955,functional,0
42573,functional,0
66004,non functional,2
58475,non functional,2
19846,non functional,2
35343,functional,0
20276,non functional,2
55968,functional,0
3733,non functional,2
30868,functional,0
1260,functional,0
63734,non functional,2
32856,non functional,2
43873,functional,0
48328,functional,0
35412,functional,0
62380,functional,0
68251,functional,0
74233,functional needs repair,1
34438,functional,0
22299,functional,0
5288,functional,0
55402,functional,0
11031,functional needs repair,1
52650,non functional,2
48632,functional,0
26520,functional needs repair,1
14061,functional,0
47232,functional needs repair,1
24871,non functional,2
40283,functional,0
750,non functional,2
42967,functional,0
14940,functional,0
62007,functional,0
71862,non functional,2
68934,functional,0
14516,functional,0
18226,non functional,2
8921,non functional,2
8695,functional,0
38493,functional,0
69195,non functional,2
55662,functional,0
66866,non functional,2
2974,functional,0
2631,functional needs repair,1
64432,non functional,2
53216,functional,0
47841,non functional,2
12059,functional,0
12998,non functional,2
16486,non functional,2
16061,non functional,2
8270,functional,0
61943,non functional,2
44692,non functional,2
35367,functional,0
37517,functional,0
194,functional needs repair,1
60440,non functional,2
41161,functional,0
64376,functional,0
68287,functional,0
57761,functional,0
57084,functional,0
55247,non functional,2
9956,non functional,2
28469,functional,0
29105,functional,0
36147,functional,0
39691,functional,0
35074,functional,0
25604,non functional,2
30829,functional,0
23022,functional needs repair,1
54919,functional,0
36101,functional,0
25392,functional,0
14202,functional,0
2251,functional,0
2602,functional,0
71257,functional,0
37858,non functional,2
66972,functional,0
67959,non functional,2
36986,functional,0
53276,non functional,2
28132,functional,0
3628,non functional,2
43009,functional,0
39048,non functional,2
25157,functional,0
20646,functional,0
27545,functional,0
3141,functional needs repair,1
42978,functional,0
31943,non functional,2
45989,functional,0
62640,functional,0
37618,non functional,2
35523,functional,0
15173,functional,0
31008,non functional,2
54525,functional,0
33551,functional,0
57827,non functional,2
11840,functional,0
15615,non functional,2
10957,non functional,2
58166,non functional,2
53437,functional,0
46899,non functional,2
31403,functional,0
43763,non functional,2
42430,non functional,2
20768,functional,0
12798,non functional,2
71990,functional,0
50200,functional,0
9526,non functional,2
43572,functional,0
66169,functional needs repair,1
49960,functional,0
48022,functional,0
16547,non functional,2
10045,functional needs repair,1
9546,non functional,2
10158,non functional,2
69480,functional,0
43231,functional,0
55307,non functional,2
51808,functional,0
27734,functional,0
51689,non functional,2
16852,functional,0
36901,functional,0
74131,non functional,2
51954,functional,0
32565,functional needs repair,1
23994,non functional,2
60492,functional,0
19911,functional,0
52864,non functional,2
63556,non functional,2
53820,functional,0
40038,non functional,2
37980,functional,0
59354,functional,0
55363,non functional,2
3427,functional,0
61612,non functional,2
3292,non functional,2
71264,functional,0
58997,functional,0
22254,non functional,2
27660,functional,0
34306,non functional,2
65025,non functional,2
11471,non functional,2
46339,functional,0
8570,functional,0
52146,functional,0
48920,functional,0
71384,non functional,2
54249,non functional,2
45218,functional,0
27424,functional,0
35325,functional,0
60092,non functional,2
65233,non functional,2
46193,functional,0
40578,non functional,2
15446,functional,0
58540,non functional,2
29606,non functional,2
26564,functional,0
26252,functional,0
7896,functional,0
16699,non functional,2
14905,non functional,2
73358,functional,0
39469,functional,0
27541,non functional,2
33290,functional,0
53233,functional needs repair,1
40440,functional,0
6104,non functional,2
67165,non functional,2
68672,functional,0
73748,functional,0
61623,functional,0
5268,non functional,2
34561,functional,0
21950,functional,0
7589,functional,0
45767,non functional,2
52612,non functional,2
66995,non functional,2
27310,functional,0
71717,functional,0
67213,functional,0
14815,non functional,2
41315,functional,0
64336,non functional,2
3431,functional,0
30170,non functional,2
73830,non functional,2
62130,functional,0
62287,functional needs repair,1
55476,functional,0
31985,non functional,2
33883,functional,0
61605,functional,0
55575,functional,0
43403,functional,0
10221,functional,0
46769,functional needs repair,1
58830,functional,0
33467,non functional,2
23949,functional,0
4444,functional,0
44062,functional,0
1067,non functional,2
37529,functional,0
72730,non functional,2
51653,functional,0
2319,non functional,2
47981,functional,0
27224,non functional,2
32521,functional,0
73419,functional,0
54728,non functional,2
59025,non functional,2
53352,non functional,2
62614,functional,0
12050,non functional,2
57035,non functional,2
48227,functional,0
53461,functional,0
14710,functional needs repair,1
33905,non functional,2
40778,non functional,2
25695,functional,0
22964,non functional,2
793,functional needs repair,1
62992,non functional,2
74243,non functional,2
41931,functional,0
11611,non functional,2
72848,non functional,2
16283,non functional,2
63183,non functional,2
30818,functional,0
44288,functional,0
46394,functional needs repair,1
48888,functional,0
52037,functional needs repair,1
68187,functional,0
43836,functional,0
51077,non functional,2
4664,non functional,2
7832,functional,0
67397,non functional,2
19219,non functional,2
53101,functional,0
13324,functional,0
12023,non functional,2
21156,functional,0
28721,non functional,2
7468,functional,0
17373,functional,0
47856,functional needs repair,1
57649,functional,0
34807,non functional,2
45405,functional,0
24259,non functional,2
35069,non functional,2
55318,functional,0
9108,non functional,2
39692,functional,0
51976,non functional,2
58307,functional,0
57036,functional needs repair,1
14242,non functional,2
63335,non functional,2
19950,non functional,2
35040,non functional,2
57417,functional,0
33278,functional,0
21880,functional,0
15086,non functional,2
72585,functional,0
49654,functional,0
5935,non functional,2
39265,non functional,2
47382,functional,0
54197,functional,0
53069,non functional,2
58742,non functional,2
29621,functional needs repair,1
37331,functional,0
12763,functional,0
63771,functional,0
30819,non functional,2
63405,functional,0
8517,non functional,2
26131,functional,0
73149,non functional,2
42364,non functional,2
70521,non functional,2
32466,non functional,2
52378,functional,0
9967,non functional,2
71723,non functional,2
61283,functional,0
13492,non functional,2
34969,non functional,2
59212,functional,0
62734,functional,0
4798,functional,0
20590,non functional,2
62607,functional,0
39247,non functional,2
43100,functional,0
37124,non functional,2
33294,non functional,2
40188,functional,0
4743,non functional,2
49819,functional,0
34265,functional,0
2763,functional,0
37348,functional,0
55934,non functional,2
2511,functional,0
23353,functional,0
35814,non functional,2
67588,non functional,2
55553,functional,0
19873,functional,0
44169,non functional,2
50390,non functional,2
34405,non functional,2
36434,functional,0
57812,functional,0
6035,functional,0
57955,non functional,2
67437,functional,0
70809,functional,0
41093,functional,0
15573,non functional,2
33343,non functional,2
53591,functional,0
73614,non functional,2
55443,functional,0
65812,functional,0
354,functional,0
27829,non functional,2
43103,non functional,2
52806,functional needs repair,1
46188,non functional,2
72459,non functional,2
62166,non functional,2
69233,functional,0
3330,non functional,2
73058,non functional,2
9199,non functional,2
34907,functional,0
64114,functional needs repair,1
5171,functional,0
55910,non functional,2
32672,functional,0
26758,functional,0
32107,functional,0
13173,functional,0
27,non functional,2
6342,non functional,2
50449,functional,0
33021,non functional,2
39326,non functional,2
2182,functional needs repair,1
52537,functional,0
25834,functional,0
53141,functional,0
23990,functional,0
37408,functional,0
59397,functional,0
11807,functional,0
65839,functional,0
68817,functional,0
8145,functional,0
6347,functional,0
66077,functional,0
72586,functional,0
53649,functional,0
13742,functional,0
44736,functional,0
2339,functional,0
52666,non functional,2
8999,functional needs repair,1
40025,non functional,2
58695,functional,0
36037,functional,0
25011,functional,0
12377,non functional,2
48762,functional,0
25202,functional,0
45493,functional,0
25772,functional,0
37228,functional,0
56159,non functional,2
42637,functional,0
41412,non functional,2
45005,functional,0
11638,functional,0
32976,functional,0
30570,non functional,2
51853,non functional,2
62684,functional,0
64402,non functional,2
72020,non functional,2
33093,non functional,2
8233,functional,0
43052,non functional,2
45044,functional,0
20650,non functional,2
28959,non functional,2
19650,non functional,2
27879,non functional,2
17062,functional needs repair,1
30460,functional,0
17200,non functional,2
61683,functional needs repair,1
27066,functional,0
71227,functional,0
30848,functional,0
4946,non functional,2
63120,non functional,2
64628,functional,0
29600,functional,0
64622,non functional,2
72727,functional needs repair,1
3795,non functional,2
7960,functional,0
5573,functional needs repair,1
37054,functional needs repair,1
71963,functional,0
21347,functional,0
50402,non functional,2
52354,functional,0
16843,functional,0
38753,functional,0
52466,functional,0
69432,non functional,2
8253,functional,0
3828,functional needs repair,1
17837,functional,0
46233,functional,0
53592,non functional,2
67153,functional,0
2374,functional,0
51588,functional,0
30732,non functional,2
2472,non functional,2
20619,functional needs repair,1
40831,functional needs repair,1
50925,functional,0
23241,functional,0
47129,non functional,2
15602,functional,0
20234,functional,0
25602,non functional,2
72441,functional,0
63526,functional,0
3753,functional,0
68317,non functional,2
61542,functional needs repair,1
73605,functional,0
20079,functional,0
35346,functional,0
7860,functional,0
40254,non functional,2
71718,functional,0
57969,non functional,2
36975,functional,0
12597,functional,0
18191,functional needs repair,1
26034,non functional,2
627,functional,0
8091,functional,0
63108,non functional,2
15935,non functional,2
70533,functional,0
21191,non functional,2
56270,functional,0
59147,functional,0
2560,non functional,2
24635,functional,0
54584,non functional,2
15913,functional,0
63719,functional,0
56094,functional,0
5029,non functional,2
40140,non functional,2
52506,non functional,2
37095,functional,0
71860,non functional,2
23483,functional,0
53521,functional,0
36467,functional,0
22998,non functional,2
33281,functional,0
44679,non functional,2
14768,non functional,2
54304,functional,0
74036,functional,0
21779,non functional,2
33762,non functional,2
61901,non functional,2
28223,functional,0
43513,functional,0
34004,functional,0
28470,functional,0
30490,functional,0
41346,functional,0
19661,non functional,2
47405,functional,0
39411,non functional,2
9375,functional,0
7777,non functional,2
45402,functional,0
2984,non functional,2
17438,non functional,2
2020,functional,0
19583,functional,0
60797,functional,0
18791,non functional,2
37229,functional needs repair,1
58733,non functional,2
74050,non functional,2
22914,functional,0
40090,non functional,2
10404,functional,0
38533,functional,0
36328,functional,0
18900,non functional,2
18959,functional,0
55306,non functional,2
49084,functional,0
61705,functional,0
37829,non functional,2
4833,functional,0
16629,functional,0
51852,functional,0
14734,functional,0
16835,functional,0
54322,non functional,2
34540,functional,0
6581,functional,0
36087,non functional,2
39979,functional,0
72807,functional,0
33822,functional,0
37558,non functional,2
1861,functional needs repair,1
67657,functional needs repair,1
60011,functional,0
32180,non functional,2
67966,non functional,2
14561,non functional,2
42202,functional,0
37434,functional,0
70937,functional,0
32210,non functional,2
65796,functional,0
50997,functional,0
52827,functional needs repair,1
55112,functional,0
26027,functional,0
40708,non functional,2
55219,non functional,2
24164,non functional,2
42699,functional,0
1025,functional,0
22057,functional,0
12676,non functional,2
26722,functional,0
30742,functional,0
34733,functional,0
59820,non functional,2
51570,functional,0
54241,functional,0
26506,functional needs repair,1
4025,functional,0
13342,functional needs repair,1
74026,functional,0
12915,non functional,2
8751,non functional,2
8387,functional needs repair,1
64740,functional needs repair,1
44769,functional,0
65840,non functional,2
55458,non functional,2
55909,non functional,2
73577,functional,0
70109,non functional,2
25495,non functional,2
59915,functional,0
55113,functional,0
9757,functional,0
37542,functional,0
17223,functional,0
59082,functional,0
27101,non functional,2
39374,non functional,2
40882,non functional,2
37047,non functional,2
41852,functional,0
25037,non functional,2
46491,functional,0
13387,functional needs repair,1
46673,non functional,2
55853,functional,0
53060,functional,0
17624,functional,0
25518,functional,0
32384,non functional,2
67301,functional,0
50290,functional,0
51729,functional,0
70585,functional,0
56449,non functional,2
63161,functional,0
63691,non functional,2
55140,functional,0
18389,non functional,2
41144,functional,0
18551,functional needs repair,1
43634,functional,0
46170,non functional,2
17149,non functional,2
26367,functional,0
32893,functional,0
58158,non functional,2
59121,non functional,2
6360,functional,0
50508,non functional,2
59821,non functional,2
19639,functional,0
48257,functional,0
72270,functional,0
19199,non functional,2
71095,functional,0
21482,non functional,2
71139,functional,0
39847,non functional,2
32774,functional,0
20803,functional,0
689,functional,0
54489,functional,0
65329,functional,0
14832,non functional,2
70929,functional,0
44222,non functional,2
69946,non functional,2
23076,functional,0
9674,functional,0
53469,functional,0
28671,functional,0
51842,functional,0
13848,functional,0
16188,functional needs repair,1
26717,functional,0
53356,functional,0
52071,functional needs repair,1
54693,non functional,2
15582,non functional,2
63230,non functional,2
55241,non functional,2
64639,functional,0
57854,functional,0
68220,non functional,2
65938,functional,0
73468,functional,0
67874,non functional,2
52837,non functional,2
34481,non functional,2
50715,non functional,2
64771,functional,0
4639,non functional,2
63100,functional needs repair,1
31070,functional needs repair,1
42288,non functional,2
49355,non functional,2
3123,non functional,2
17547,functional,0
51543,functional,0
70079,non functional,2
47254,non functional,2
29340,functional,0
64236,functional,0
71838,functional,0
38913,functional,0
26383,functional,0
9873,functional needs repair,1
63337,functional,0
27964,functional,0
59782,functional,0
21660,functional,0
69898,functional,0
43257,non functional,2
48577,functional,0
58976,functional,0
44929,functional,0
57092,functional needs repair,1
29713,functional,0
73626,functional,0
22799,non functional,2
68526,non functional,2
15471,non functional,2
29031,non functional,2
58108,functional,0
28370,functional,0
9043,functional,0
38914,functional,0
1171,functional,0
54518,functional,0
27942,functional,0
54431,functional,0
72294,non functional,2
53606,non functional,2
54062,functional,0
34891,functional,0
60832,functional,0
43369,functional,0
52065,non functional,2
43819,functional,0
371,non functional,2
32881,non functional,2
12075,non functional,2
60704,non functional,2
63536,non functional,2
73276,non functional,2
73672,non functional,2
26786,functional needs repair,1
62334,functional,0
67379,functional,0
61829,functional,0
23165,non functional,2
21205,functional needs repair,1
15247,functional,0
30620,functional,0
41500,functional,0
14304,functional,0
53637,non functional,2
44191,non functional,2
29612,functional,0
7506,functional,0
33113,non functional,2
20306,functional,0
59578,functional,0
59963,non functional,2
2025,non functional,2
45004,functional,0
60581,non functional,2
2597,functional needs repair,1
13036,functional,0
3206,non functional,2
50888,non functional,2
9648,non functional,2
34152,non functional,2
20101,functional,0
49696,functional,0
1881,functional,0
72086,non functional,2
71551,functional,0
53727,functional,0
47966,non functional,2
54277,functional,0
53418,non functional,2
26646,functional,0
18955,functional,0
5788,functional,0
44178,functional,0
27697,functional,0
51930,functional,0
23117,functional needs repair,1
59990,non functional,2
45663,functional,0
61674,non functional,2
16533,functional,0
4902,functional,0
53660,functional,0
28177,functional,0
30161,non functional,2
23320,functional,0
27327,functional,0
489,functional needs repair,1
15640,functional,0
56531,functional,0
51719,functional,0
45965,non functional,2
67105,functional,0
55426,functional,0
16414,functional,0
48868,non functional,2
2570,functional,0
35983,non functional,2
63518,non functional,2
12854,non functional,2
61847,functional,0
60850,non functional,2
63312,functional,0
9274,functional needs repair,1
8900,functional,0
9329,non functional,2
10391,non functional,2
51695,functional,0
1462,functional,0
30372,functional,0
2421,non functional,2
18010,functional,0
39367,non functional,2
67278,non functional,2
9144,non functional,2
18567,functional,0
25817,functional,0
36221,functional,0
10175,functional,0
52481,non functional,2
62213,functional,0
13979,functional,0
8847,functional,0
61828,functional needs repair,1
23724,non functional,2
36776,non functional,2
67805,functional,0
11167,functional,0
16556,functional,0
53825,functional,0
73715,functional,0
34453,functional,0
20252,non functional,2
25386,functional,0
49272,non functional,2
71044,non functional,2
58958,functional,0
60067,non functional,2
53292,functional,0
36355,functional,0
17631,non functional,2
68406,functional,0
26780,functional,0
16036,functional,0
22093,functional,0
47306,functional,0
34676,non functional,2
17637,functional,0
30319,non functional,2
62471,functional,0
38758,functional,0
52899,non functional,2
16387,functional,0
39931,functional,0
29591,non functional,2
32820,non functional,2
62400,non functional,2
6940,functional,0
74044,functional,0
74034,non functional,2
67146,non functional,2
2034,functional,0
31078,non functional,2
68959,functional,0
18705,non functional,2
32167,non functional,2
62814,functional,0
18868,non functional,2
34204,functional,0
39431,non functional,2
74072,functional needs repair,1
55673,functional,0
55089,functional needs repair,1
43636,functional,0
37249,functional,0
28672,functional,0
47062,functional needs repair,1
42666,non functional,2
14640,functional,0
62606,functional,0
9149,functional,0
35910,functional,0
45342,non functional,2
34078,non functional,2
19666,functional needs repair,1
25345,functional,0
40389,non functional,2
15763,functional needs repair,1
23939,functional needs repair,1
25623,functional,0
54193,functional,0
22257,functional,0
71351,non functional,2
37072,functional,0
29598,functional,0
63614,functional,0
2084,functional,0
41458,non functional,2
61157,non functional,2
67759,non functional,2
45105,functional,0
18358,non functional,2
56738,functional,0
38857,functional,0
62357,functional,0
14822,functional,0
61211,non functional,2
52685,non functional,2
46536,functional,0
42550,non functional,2
50902,non functional,2
32653,functional,0
33851,functional,0
59149,functional,0
71919,functional needs repair,1
25212,functional,0
15453,non functional,2
50500,functional,0
47772,functional,0
59907,functional,0
17785,functional,0
26581,functional,0
65735,functional,0
36797,non functional,2
38631,functional,0
1382,functional needs repair,1
22411,functional,0
31412,non functional,2
40861,non functional,2
31736,functional needs repair,1
26486,non functional,2
72367,non functional,2
35984,functional,0
39955,functional,0
53040,functional needs repair,1
68570,non functional,2
74136,functional,0
47317,non functional,2
25760,non functional,2
26706,non functional,2
64700,functional,0
72567,functional,0
44110,non functional,2
35724,functional,0
26083,functional,0
1530,non functional,2
15520,functional,0
1527,functional,0
29996,functional,0
13522,non functional,2
25814,non functional,2
4317,functional needs repair,1
17941,functional,0
44662,functional,0
40109,non functional,2
11431,functional,0
68720,functional,0
24651,functional,0
48191,non functional,2
70780,functional,0
31772,non functional,2
16931,functional,0
69122,functional,0
68551,non functional,2
65694,functional,0
68253,non functional,2
64199,non functional,2
1866,functional,0
68585,non functional,2
6319,non functional,2
73124,non functional,2
3085,functional,0
41691,non functional,2
56122,functional,0
35853,functional needs repair,1
48725,functional,0
20738,functional needs repair,1
31383,non functional,2
6790,functional,0
29937,functional,0
3343,non functional,2
61458,functional,0
5791,non functional,2
68808,functional,0
15793,functional,0
23401,non functional,2
61556,non functional,2
71794,functional,0
57802,functional,0
28812,non functional,2
55448,functional,0
14606,non functional,2
28658,functional,0
41821,functional needs repair,1
41688,non functional,2
4251,non functional,2
68757,functional,0
9829,functional,0
63175,functional,0
21244,functional,0
26654,non functional,2
29505,functional,0
30349,functional,0
56908,non functional,2
64418,functional,0
53639,functional needs repair,1
51195,non functional,2
54617,functional,0
50026,functional,0
32436,non functional,2
44524,non functional,2
64366,non functional,2
39710,functional,0
49901,non functional,2
45349,non functional,2
33080,functional,0
60511,functional,0
43607,functional,0
59565,functional,0
44993,functional,0
10263,non functional,2
45988,functional,0
71223,functional,0
9869,functional,0
22774,non functional,2
56993,functional,0
20534,functional,0
29795,functional,0
28111,functional,0
68026,functional,0
50528,functional,0
38935,functional,0
54685,functional,0
45287,non functional,2
20626,functional,0
4098,non functional,2
51657,non functional,2
17060,non functional,2
36385,functional,0
37420,functional,0
17943,functional,0
33744,non functional,2
15867,non functional,2
2518,non functional,2
66326,functional,0
25886,non functional,2
44537,functional,0
48158,functional,0
42021,functional,0
42670,non functional,2
34241,non functional,2
49290,non functional,2
59658,functional,0
44569,functional,0
21635,functional,0
19811,non functional,2
58865,functional,0
50665,functional,0
41023,non functional,2
25639,non functional,2
56412,non functional,2
1940,functional,0
432,non functional,2
62885,functional,0
48110,non functional,2
21375,non functional,2
58449,non functional,2
72368,functional,0
33727,functional,0
17123,functional,0
59092,non functional,2
17276,functional,0
69639,non functional,2
49567,functional,0
9482,functional,0
61915,functional,0
60310,functional,0
18025,non functional,2
15820,functional,0
38992,functional needs repair,1
2710,functional,0
245,functional,0
59078,functional,0
9234,functional,0
23548,functional needs repair,1
5441,functional needs repair,1
16657,functional,0
11295,functional,0
57134,functional,0
10622,functional,0
17769,functional,0
23190,functional,0
4278,functional,0
7287,functional,0
19384,non functional,2
21773,functional,0
7620,functional,0
41091,functional,0
61016,functional needs repair,1
67939,functional,0
31544,non functional,2
24930,non functional,2
36581,functional,0
6564,non functional,2
63727,functional,0
60421,functional,0
32768,functional needs repair,1
69434,non functional,2
63697,functional,0
2783,functional,0
49088,non functional,2
40000,functional,0
51040,non functional,2
13371,non functional,2
24846,functional needs repair,1
21022,functional,0
24414,non functional,2
11292,non functional,2
73913,non functional,2
28522,non functional,2
50749,functional,0
43003,functional,0
3590,functional,0
45952,non functional,2
10421,non functional,2
11748,functional,0
11501,non functional,2
52931,non functional,2
15860,non functional,2
34366,non functional,2
43026,functional,0
21557,non functional,2
32363,functional,0
72740,functional,0
54255,functional,0
45637,non functional,2
40462,functional needs repair,1
41869,non functional,2
7407,non functional,2
23232,non functional,2
16813,non functional,2
61399,functional,0
62815,non functional,2
52774,functional,0
69663,non functional,2
35264,non functional,2
948,non functional,2
20419,functional,0
53814,functional,0
56109,functional,0
69481,non functional,2
10487,non functional,2
6208,functional,0
42790,non functional,2
74195,functional needs repair,1
34637,functional,0
24359,functional,0
62908,functional needs repair,1
55015,functional,0
45293,functional,0
56062,functional,0
61581,functional,0
32667,functional,0
71075,non functional,2
73608,functional,0
52222,functional needs repair,1
34847,non functional,2
65185,functional,0
7110,functional,0
10111,functional,0
67373,functional,0
28748,functional,0
69899,functional,0
47404,functional,0
35868,functional,0
66800,functional,0
56107,non functional,2
33198,functional,0
18572,non functional,2
70683,functional,0
48000,functional,0
39530,non functional,2
59089,functional,0
70434,non functional,2
18201,functional,0
12226,functional,0
68523,non functional,2
34649,functional,0
23725,functional,0
31077,functional,0
52287,functional,0
12250,non functional,2
4617,non functional,2
70065,functional,0
54027,functional,0
19806,functional,0
63124,non functional,2
38929,functional,0
41723,functional,0
12129,functional,0
73422,functional,0
53382,functional,0
47365,functional,0
50606,non functional,2
68638,non functional,2
40668,functional needs repair,1
41788,non functional,2
41937,non functional,2
40658,functional,0
21428,non functional,2
45732,functional,0
27485,functional,0
15303,non functional,2
72706,functional,0
24978,functional,0
47993,non functional,2
52307,functional needs repair,1
45683,functional,0
73942,non functional,2
66596,functional,0
58259,functional needs repair,1
48587,functional,0
34978,non functional,2
21155,functional,0
15126,functional,0
2154,functional,0
13334,functional needs repair,1
12155,functional,0
19369,non functional,2
22673,functional,0
31656,functional,0
28080,non functional,2
59336,functional,0
24270,functional,0
70328,non functional,2
69506,non functional,2
12665,functional,0
1057,functional,0
9554,functional,0
72091,non functional,2
57200,functional,0
30289,non functional,2
44764,functional,0
53711,functional,0
21159,functional,0
55022,functional,0
58820,non functional,2
36732,functional,0
71850,functional,0
73397,non functional,2
64052,non functional,2
30472,non functional,2
70651,functional,0
69421,non functional,2
34642,non functional,2
20275,functional,0
23849,functional,0
54391,functional,0
58965,functional,0
38483,functional,0
68153,functional,0
46178,non functional,2
68679,functional,0
17928,non functional,2
38953,functional,0
28276,functional needs repair,1
4407,non functional,2
61440,functional needs repair,1
29705,non functional,2
65064,functional needs repair,1
57741,functional,0
33942,non functional,2
67619,functional,0
59026,functional,0
52676,functional,0
16569,non functional,2
47243,functional,0
16101,non functional,2
55420,functional,0
19975,functional,0
7330,functional,0
18435,functional,0
28150,non functional,2
53315,non functional,2
17843,functional needs repair,1
24176,non functional,2
44287,non functional,2
58741,functional,0
28853,functional needs repair,1
61421,functional needs repair,1
8911,non functional,2
23514,functional,0
22610,functional,0
64500,functional,0
49501,functional,0
59335,functional,0
31144,functional needs repair,1
9687,functional,0
29053,functional,0
31773,non functional,2
49500,non functional,2
21605,functional,0
35311,functional,0
71073,functional,0
3849,functional,0
66089,functional,0
51003,functional,0
70622,functional,0
42114,functional needs repair,1
73536,non functional,2
53827,functional,0
68936,non functional,2
56861,functional,0
60944,functional needs repair,1
10977,functional,0
24660,non functional,2
41165,non functional,2
26394,functional,0
7874,non functional,2
68980,non functional,2
32067,non functional,2
12519,non functional,2
47541,functional needs repair,1
13410,functional,0
925,functional,0
39055,functional needs repair,1
56756,functional,0
6777,functional needs repair,1
51325,non functional,2
1683,functional,0
13079,functional needs repair,1
2490,functional,0
33737,non functional,2
17983,functional,0
4373,functional,0
27210,functional,0
65549,functional,0
5375,non functional,2
54066,non functional,2
53664,non functional,2
24406,functional,0
10294,functional,0
32906,functional,0
7934,functional,0
19711,non functional,2
52454,non functional,2
1242,functional,0
679,functional needs repair,1
64481,non functional,2
37320,functional,0
49896,functional,0
37986,non functional,2
60633,functional,0
64605,non functional,2
63408,functional,0
56343,functional,0
41098,functional,0
69448,non functional,2
4561,functional needs repair,1
13088,non functional,2
47646,non functional,2
22518,non functional,2
53140,non functional,2
2277,functional,0
27841,functional,0
27855,non functional,2
4542,non functional,2
15452,functional,0
60367,non functional,2
59592,functional,0
29147,functional,0
13947,non functional,2
21775,functional,0
42639,non functional,2
72766,non functional,2
54264,functional,0
13899,functional,0
74216,functional,0
9492,functional,0
51990,functional,0
22747,non functional,2
34986,functional,0
2945,functional,0
69832,functional,0
11652,functional,0
9959,functional,0
6411,functional,0
39852,functional,0
24261,non functional,2
12984,functional,0
30716,non functional,2
55625,functional,0
72264,non functional,2
14996,functional,0
53050,non functional,2
38602,functional,0
21512,non functional,2
46212,functional,0
14873,non functional,2
68507,functional,0
59860,functional,0
45563,non functional,2
22332,non functional,2
40138,functional,0
56118,functional,0
39379,functional,0
49677,functional,0
25569,functional,0
64613,functional,0
25432,functional,0
32308,functional,0
13920,functional,0
56209,functional,0
65230,functional,0
26768,non functional,2
41145,non functional,2
615,functional,0
5767,functional,0
8884,functional,0
41124,functional,0
3406,functional,0
53931,non functional,2
20353,non functional,2
73735,non functional,2
7132,functional,0
23187,functional,0
44821,non functional,2
32458,functional,0
30268,non functional,2
61390,functional,0
44645,functional,0
20692,functional,0
19394,non functional,2
47511,non functional,2
59199,functional,0
10562,non functional,2
25517,non functional,2
72132,functional,0
57056,non functional,2
47526,non functional,2
28221,non functional,2
30082,functional,0
54625,functional,0
5477,functional,0
11682,functional needs repair,1
72007,non functional,2
29533,non functional,2
41831,functional,0
59189,functional,0
67977,non functional,2
61785,non functional,2
53053,functional,0
55622,non functional,2
51478,functional,0
60362,functional,0
63205,functional,0
51905,functional,0
47558,non functional,2
51529,functional,0
12490,non functional,2
1827,functional,0
14316,functional,0
42057,non functional,2
67254,functional,0
6535,functional,0
50679,non functional,2
25423,non functional,2
72601,non functional,2
66930,functional,0
54031,functional,0
46133,functional,0
38908,non functional,2
32188,non functional,2
39706,functional,0
2738,functional,0
53434,non functional,2
24582,functional,0
29155,functional,0
63696,functional,0
59447,functional,0
22951,non functional,2
71622,functional,0
42595,functional,0
60098,functional,0
45149,functional needs repair,1
49633,functional needs repair,1
43871,functional,0
39344,non functional,2
19803,functional,0
23878,non functional,2
2356,functional,0
32192,functional,0
31974,non functional,2
1990,non functional,2
28739,non functional,2
13658,functional,0
44983,functional,0
57387,functional needs repair,1
70152,non functional,2
5710,functional,0
61724,functional,0
69941,functional,0
15338,non functional,2
8293,functional needs repair,1
31119,functional,0
69795,functional,0
9986,functional,0
66393,non functional,2
716,functional,0
43692,non functional,2
4676,functional,0
34219,functional,0
21041,functional,0
3482,functional,0
